Designator,Mid X,Mid Y,Rotation,Layer
J1,51.1048,-55.8038,270.0,top
J10,64.491,-59.8478,0.0,top
J3,69.7484,-51.2368,0.0,top
J4,64.491,-51.2118,0.0,top
J5,69.7484,-43.1342,0.0,top
J6,64.491,-43.1092,0.0,top
J7,69.7484,-68.0516,0.0,top
J8,64.491,-68.0266,0.0,top
J9,69.7484,-59.8728,0.0,top
